category,word,date,views,text,hashtags,link
female,body tea,2024-8-26,0.0597,not a dancer but ok  #dance #fyp #cute #outfit   #bodytea  created by . with 2000-2022’s Donk,"['dance', 'cute', 'outfit', 'bodytea']",https://www.tiktok.com/@geekkatron/video/7407607689737473322
female,body tea,2024-10-14,0.3752,#intamarrahwetrust #biggirlsfyp #สโลว์สมูท  created by * 💋 𝔪𝔰.𝔭𝔯𝔢𝔱𝔱𝔶 . with 2000-2022’s original sound,"['intamarrahwetrust', 'สโลว์สมูท']",https://www.tiktok.com/@.tamarrah/video/7425742649438571819
female,body tea,2024-8-1,7.4,A real body tea with this dress 😍 //IB: @zoey.love.dti #dresstoimpress #dti #yunadti #update #dress #foryou #fyp #roblox #gigi #gyat #humor #xyzbca  created by ✩𝕐𝕌ℕ𝔸𐬾 with Vexbolts’s Vexbolts level one gyatt,"['dresstoimpress', 'dti', 'yunadti', 'update', 'dress', 'roblox', 'gigi', 'gyat', 'humor', 'xyzbca']",https://www.tiktok.com/@yuna.dti/video/7398332100895575329
female,body tea,2024-6-18,0.1699,pls help #bodytea #hotgirlsummer #facecard  created by mags with mags’s original sound,"['bodytea', 'hotgirlsummer', 'facecard']",https://www.tiktok.com/@magsnguyen/video/7381720202494479658
female,body tea,2024-10-11,1.6,-ughhh this could’ve been done better LMAOOO. #fyp #foryou #foryoupage #flushinghighschool #flushing #nyc #flushingnyc #ny #scorpio #edhardy #edhardysweatsuit #bodytea😍  created by arianna🪬. with Zaibatsu 👹’s Dance ass Nicki,"['flushinghighschool', 'flushing', 'nyc', 'flushingnyc', 'ny', 'scorpio', 'edhardy', 'edhardysweatsuit', 'bodytea😍']",https://www.tiktok.com/@choke_on_my_strap/video/7424628237411568939
female,body tea,2024-9-7,0.056799999999999996,thank u both God and the gym for this build #fyp #relatable #bodytea  created by ata with :)’s original sound,"['relatable', 'bodytea']",https://www.tiktok.com/@user818191934/video/7412032831230102815
female,body tea,2024-3-28,0.8069,any chasers wanna buy me a pc setup #epica #haters  created by elias:3 with kumi’s TURNNN DOWNN FOR WHATT,"['epica', 'haters']",https://www.tiktok.com/@eliasepica/video/7351278163588107562
female,body tea,2024-7-28,0.2491,iykyk  created by trell🦋 with Maliyah is the name’s original sound,[],https://www.tiktok.com/@babyytrell/video/7396886228274023722
female,body tea,2023-7-10,0.6117, created by MB with Queen’s Queen Opp Body Tea,[],https://www.tiktok.com/@stargirlmb/video/7254361320190004523
female,body tea,2024-4-20,0.011300000000000001,Replying to @Sharon the way I be on that #zoom 🏋🏾‍♀️ #fitnessmotivation #duespaid  created by Anita with 𝐶𝐴𝑆𝐻 ﾒ𝟶’s 888,"['zoom', 'fitnessmotivation', 'duespaid']",https://www.tiktok.com/@fashionbyanita/video/7360020131923168555
female,body tea,2024-5-24,1.5,@theyknotre  #couplestiktok #fyp  created by ThatFamiliaFamily with CasaDi’s original sound,['couplestiktok'],https://www.tiktok.com/@thatfamiliafamily/video/7372737882861194513
female,body tea,2024-9-10,0.5372, created by kccarde with kccarde’s original sound,[],https://www.tiktok.com/@kccarde/video/7413160460112891178
female,body tea,2024-2-24,0.531,Body teaaa!!#latina  created by mimi with Flo Milli’s Never Lose Me,['latina'],https://www.tiktok.com/@saram11aaa/video/7339038951358893355
female,body tea,2023-12-28,0.013900000000000001,#0nnesity #fypシ゚viral #bodytea #heyyfamous🖤 #dance #😍  created by BIG O💸 with Sorry6ixx’s original sound,"['0nnesity', 'bodytea', 'heyyfamous🖤', 'dance', '😍']",https://www.tiktok.com/@0nnesity/video/7317507255744646443
female,body tea,2024-4-23,0.1151,Lmao tupac just staring inna back #fyp #relatable #viral  created by mixhelle ✰ with Hot 97 summer jam SUNDAY’s Nicki m rant,['relatable'],https://www.tiktok.com/@theemyamichelle/video/7361209483705486635
female,body tea,2024-4-20,0.0381,the body tea #kyliejenner #kyliekkj #edit #fy #fyp #vsp #viral  created by clara with clara’s original sound,"['kyliejenner', 'kyliekkj', 'edit', 'fy', 'vsp']",https://www.tiktok.com/@kyliekkj/video/7360051246952172806
female,body tea,2023-10-2,0.06490000000000001,Body tea 😜😜#fyp #xybca #ate #fypシ #foryoupage #fypシ゚viral #viralvideo #liltay  created by thatonegirlmiyaa_ with thatonegirlmiyaa_’s original sound,"['xybca', 'ate', 'liltay']",https://www.tiktok.com/@thatonegirlmiyaa_/video/7285315116365778222
female,body tea,2024-9-15,0.019600000000000003,Body tea 🥹 #sundayfunday #fyp #yxzcba #houston  created by Kmani with Vybz Kartel’s Beg You - A Fuck -Remastered,"['sundayfunday', 'yxzcba', 'houston']",https://www.tiktok.com/@thabadddest.k/video/7414886952844987690
female,body tea,2024-10-26,0.33089999999999997,body so tea the british are coming is my favorite saying  created by Fi Fi with DJ CR4IG’s Miss The Rage x Everybody Talks,[],https://www.tiktok.com/@fi.fi792/video/7430053504024186154
female,brat,2024-6-28,12.3,"Obsessed with @Charli XCX, @Troye Sivan & @terrencefoconnor doing the apple dance 🍏  DC: @Kelley Heyer  #charlixcx #brat  created by Atlantic Records with Charli xcx’s Apple","['charlixcx', 'brat']",https://www.tiktok.com/@atlanticrecords/video/7385634872661921066
female,brat,2024-7-22,6.1,apple - charli xcx #brat #apple #charlixcx #graciesplaylist #fyp  created by lyrics 🎧🎵 with Charli xcx’s Apple,"['brat', 'apple', 'charlixcx', 'graciesplaylist']",https://www.tiktok.com/@graciesplaylist/video/7394449970218257670
female,brat,2024-10-26,2.3,Kamala is BRAT 💚  created by Noah Miller with vania’s original sound,[],https://www.tiktok.com/@nmillz1/video/7429866605259148587
female,brat,2024-10-21,0.0339,Awesome sauce🤑👍 #charlixcx #brat #bratsummer #kanyewest #capcut #raptok #2024 #albumoftheyear  created by rodeo_reviews with Charli xcx’s Apple,"['charlixcx', 'brat', 'bratsummer', 'kanyewest', 'capcut', 'raptok', '2024', 'albumoftheyear']",https://www.tiktok.com/@rodeo_reviews/video/7428075000646667550
female,brat,2024-8-23,0.050100000000000006,We do love a good brat #dom #brat #kinktok #brattamer  created by NeikoYun with Jack.pham_’s original sound,"['dom', 'brat', 'kinktok', 'brattamer']",https://www.tiktok.com/@neikoyun/video/7406355023610826017
female,brat,2024-8-12,15.3,@Charli XCX “BRAT” x DTI #DressToImpress #Roblox #Brat #Bratsummer #dtixbrat created by Dress To Impress 🕸️ with Dress To Impress 🕸️’s original sound,"['dresstoimpress', 'roblox', 'brat', 'bratsummer', 'dtixbrat']",https://www.tiktok.com/@dtionroblox/video/7402275228396604704
female,brat,2024-7-7,26.3,brat summer 💚 created by brookieandjessie with Charli xcx’s Apple,[],https://www.tiktok.com/@brookieandjessie/video/7388977788981726496
female,brat,2024-10-26,0.0228,Brat Halloween 💚 #charlixcx #charlixcxbrat #charli #brat #halloweenlook #halloweencostume  created by Breana 🫦 with champagnemami’s in my bag,"['charlixcx', 'charlixcxbrat', 'charli', 'brat', 'halloweenlook', 'halloweencostume']",https://www.tiktok.com/@bflans/video/7430080736901778734
female,brat,2023-12-31,0.033100000000000004,Before the trend is officially over I figured us #brats needed one #bratenergyalways #gremlin #tiktoktrend #fyp #fypシ #alt #daycollar #foryou #nextup1mil  created by Kimberly (Smudge) H with Kimberly (Smudge) H’s original sound,"['brats', 'bratenergyalways', 'gremlin', 'tiktoktrend', 'alt', 'daycollar', 'nextup1mil']",https://www.tiktok.com/@k.smudge/video/7318937267614108971
female,brat,2024-10-30,0.36519999999999997,"st. chroma by tyler, the creator (feat. daniel ceaser) | #tylerthecreator #danielcaesar #chromakopia #stchroma #brat #lyrics   i kinda hate the different colors but we live and learn  created by sof with sof’s original sound","['tylerthecreator', 'danielcaesar', 'chromakopia', 'stchroma', 'brat', 'lyrics']",https://www.tiktok.com/@bratsbaby03/video/7431547725218368810
female,brat,2024-10-27,0.0159,Halloween is so julia 💚 @Charli XCX #fyp #halloween #charlixcx #brat  created by Hermine Maktabi with e’s original sound,"['halloween', 'charlixcx', 'brat']",https://www.tiktok.com/@herminemaktabii/video/7430195758541835542
female,brat,2024-10-27,0.0258,Just in case you need a couple costume for Halloween💚 #charlixcx #troyesivan #brat #couplecostumes #halloween #halloweencostume #viral #theclick #sweattour #fy @Charli XCX @Troye Sivan  created by Emma Figliuzzi with Knewnow’s Original sound FOLLOW,"['charlixcx', 'troyesivan', 'brat', 'couplecostumes', 'halloween', 'halloweencostume', 'theclick', 'sweattour', 'fy']",https://www.tiktok.com/@whataboutcolour/video/7430537378957217056
female,brat,2024-6-28,12.3,"Obsessed with @Charli XCX, @Troye Sivan & @terrencefoconnor doing the apple dance 🍏  DC: @Kelley Heyer  #charlixcx #brat  created by Atlantic Records with Charli xcx’s Apple","['charlixcx', 'brat']",https://www.tiktok.com/@atlanticrecords/video/7385634872661921066
female,brat,2024-7-22,6.1,apple - charli xcx #brat #apple #charlixcx #graciesplaylist #fyp  created by lyrics 🎧🎵 with Charli xcx’s Apple,"['brat', 'apple', 'charlixcx', 'graciesplaylist']",https://www.tiktok.com/@graciesplaylist/video/7394449970218257670
female,brat,2024-10-26,2.3,Kamala is BRAT 💚  created by Noah Miller with vania’s original sound,[],https://www.tiktok.com/@nmillz1/video/7429866605259148587
female,brat,2024-10-21,0.0339,Awesome sauce🤑👍 #charlixcx #brat #bratsummer #kanyewest #capcut #raptok #2024 #albumoftheyear  created by rodeo_reviews with Charli xcx’s Apple,"['charlixcx', 'brat', 'bratsummer', 'kanyewest', 'capcut', 'raptok', '2024', 'albumoftheyear']",https://www.tiktok.com/@rodeo_reviews/video/7428075000646667550
female,brat,2024-8-23,0.050100000000000006,We do love a good brat #dom #brat #kinktok #brattamer  created by NeikoYun with Jack.pham_’s original sound,"['dom', 'brat', 'kinktok', 'brattamer']",https://www.tiktok.com/@neikoyun/video/7406355023610826017
female,brat,2024-8-12,15.3,@Charli XCX “BRAT” x DTI #DressToImpress #Roblox #Brat #Bratsummer #dtixbrat created by Dress To Impress 🕸️ with Dress To Impress 🕸️’s original sound,"['dresstoimpress', 'roblox', 'brat', 'bratsummer', 'dtixbrat']",https://www.tiktok.com/@dtionroblox/video/7402275228396604704
female,brat,2024-7-7,26.3,brat summer 💚 created by brookieandjessie with Charli xcx’s Apple,[],https://www.tiktok.com/@brookieandjessie/video/7388977788981726496
female,brat,2024-10-26,0.0228,Brat Halloween 💚 #charlixcx #charlixcxbrat #charli #brat #halloweenlook #halloweencostume  created by Breana 🫦 with champagnemami’s in my bag,"['charlixcx', 'charlixcxbrat', 'charli', 'brat', 'halloweenlook', 'halloweencostume']",https://www.tiktok.com/@bflans/video/7430080736901778734
female,brat,2023-12-31,0.033100000000000004,Before the trend is officially over I figured us #brats needed one #bratenergyalways #gremlin #tiktoktrend #fyp #fypシ #alt #daycollar #foryou #nextup1mil  created by Kimberly (Smudge) H with Kimberly (Smudge) H’s original sound,"['brats', 'bratenergyalways', 'gremlin', 'tiktoktrend', 'alt', 'daycollar', 'nextup1mil']",https://www.tiktok.com/@k.smudge/video/7318937267614108971
female,brat,2024-10-30,0.36519999999999997,"st. chroma by tyler, the creator (feat. daniel ceaser) | #tylerthecreator #danielcaesar #chromakopia #stchroma #brat #lyrics   i kinda hate the different colors but we live and learn  created by sof with sof’s original sound","['tylerthecreator', 'danielcaesar', 'chromakopia', 'stchroma', 'brat', 'lyrics']",https://www.tiktok.com/@bratsbaby03/video/7431547725218368810
female,brat,2024-10-27,0.0159,Halloween is so julia 💚 @Charli XCX #fyp #halloween #charlixcx #brat  created by Hermine Maktabi with e’s original sound,"['halloween', 'charlixcx', 'brat']",https://www.tiktok.com/@herminemaktabii/video/7430195758541835542
female,brat,2024-10-27,0.0258,Just in case you need a couple costume for Halloween💚 #charlixcx #troyesivan #brat #couplecostumes #halloween #halloweencostume #viral #theclick #sweattour #fy @Charli XCX @Troye Sivan  created by Emma Figliuzzi with Knewnow’s Original sound FOLLOW,"['charlixcx', 'troyesivan', 'brat', 'couplecostumes', 'halloween', 'halloweencostume', 'theclick', 'sweattour', 'fy']",https://www.tiktok.com/@whataboutcolour/video/7430537378957217056
female,brat,2024-7-22,1.9,How does one become #BRAT ✅ An explanation of what having a #BRATsummer means specifically for #KamalaHarris 💚 #charlixcx #fyp  created by itsjohnwalsh with itsjohnwalsh’s original sound,"['brat', 'bratsummer', 'kamalaharris', 'charlixcx']",https://www.tiktok.com/@itsjohnwalsh/video/7394627915570253099
female,brat,2024-10-12,0.6768,apple dance and it’s the same but we’re wearing brat costumes so it’s not @Charli XCX @CHARLI XCX Latam #brat #bratsummer #halloweencostume #charlixcx  created by edu&doug with Charli xcx’s Apple,"['brat', 'bratsummer', 'halloweencostume', 'charlixcx']",https://www.tiktok.com/@eduedoug/video/7424972427609836805
female,brat,2023-4-21,0.1215,"but you gotta make the face while you do it, otherwise it just doesn't sink in as well #brat #bratenergy #spicy #hottake #lifehack #fyp #foryou #onmyway100k #fypシ #alt #daycollar  created by Kimberly (Smudge) H with Kimberly (Smudge) H’s original sound","['brat', 'bratenergy', 'spicy', 'hottake', 'lifehack', 'onmyway100k', 'alt', 'daycollar']",https://www.tiktok.com/@k.smudge/video/7224523793119579435
female,brat,2024-10-21,4.9,rip 👼🏼 @Charli XCX #charlixcx #troyesivan #sweattour #brat  created by sergio with sergio’s original sound,"['charlixcx', 'troyesivan', 'sweattour', 'brat']",https://www.tiktok.com/@sxrgito/video/7428256422196006187
female,brat,2024-7-25,0.3793,What does Brat Mean? #tiktokslang #fyp #words #englishlanguage #brat #kamalaharris  created by Jess 📇 author ✍️ with Jess 📇 author ✍️’s original sound,"['tiktokslang', 'words', 'englishlanguage', 'brat', 'kamalaharris']",https://www.tiktok.com/@lizarragabooks/video/7395448887168814366
female,brat,2024-10-17,1.7,#The4pmClub | 💃🕺 Episode One of our new show ‘The 4pm Club’ is OUT NOW! 🤪 #fyp  @VeniceMayBoutique @kaidoleerobertslife  #foryou #duo #kaidoleeroberts #venicewong #brattv #newepisode #dance #dancetok #trend #handuponmyhip  created by Brat TV with sam🤩’s original sound,"['the4pmclub', 'duo', 'kaidoleeroberts', 'venicewong', 'brattv', 'newepisode', 'dance', 'dancetok', 'trend', 'handuponmyhip']",https://www.tiktok.com/@brat/video/7426810376378928415
female,brat,2024-10-28,0.019100000000000002,b(rat) 🐀💚  #brat #charlixcx #halloween created by Rattlehead Crafts with Charli xcx & Billie Eilish’s Guess featuring billie eilish,"['brat', 'charlixcx', 'halloween']",https://www.tiktok.com/@rattleheadcrafts/video/7430697027652128043
female,brat,2024-10-18,0.0213,what does it mean to be ‘brat’? 🤔 we asked fans at the #sweattour if they could define it for us 🎶💚 #genius #charlixcx #brat #troyesivan #losangeles #kiaforum #fanningout  created by Genius with Genius’s original sound,"['sweattour', 'genius', 'charlixcx', 'brat', 'troyesivan', 'losangeles', 'kiaforum', 'fanningout']",https://www.tiktok.com/@genius/video/7427246009756945694
female,brat,2024-7-16,5.3,;; #DORKDIARIES ! #TIFFANYDAVENPORT ! #BRAT | editing my wife!!1!1!1 @Rachel Renee Russell  tags! : @jayussy @jay @♦️::Charlie (Liu bei 1#kinnie) @— Your Local Andy! — @James ⭐️ @mutant (hi :3) @⭐︎ Milo/Marvus 🇹🇷🍉 @☆Ruith/Neptune•💭🏝/♈️🪣☆ @⁺˚⋆｡°✩₊✩°｡⋆˚⁺ @Irem !! 🍉 @POLTERGEIST #dorkdiaries #dorkdiariesedit #edit #brat #365 #brat365 #365brat #fyp #parati #xyzbca #dorkdiariestiffany  created by tiffany davenport's #1 enjoyer with Charli xcx’s 365,"['dorkdiaries', 'tiffanydavenport', 'brat', '#kinnie)', 'dorkdiaries', 'dorkdiariesedit', 'edit', 'brat', '365', 'brat365', '365brat', 'parati', 'xyzbca', 'dorkdiariestiffany', '1']",https://www.tiktok.com/@biscuititom/video/7392324015660076294
female,brat,2024-6-7,2.1,Not him ripping the covers off of me 🥵 #fyp #brat #horror  created by pastelm0m with Funny Sound Effects’s original sound,"['brat', 'horror']",https://www.tiktok.com/@pastelm0m/video/7377806339860401451
female,brat,2024-7-23,0.5607000000000001,brents brat summer went too hard i think🫃 created by Pierson with Charli xcx’s Apple,[],https://www.tiktok.com/@pierson/video/7394899386406358314
female,brat,2024-9-11,15.3,Brat #brat #charli #bumpinthat #360  created by Dr4cvl4sCh1ld with Dr4cvl4sCh1ld’s original sound,"['brat', 'charli', 'bumpinthat', '360']",https://www.tiktok.com/@ace.txt_/video/7413348776204651783
female,brat,2024-6-28,12.3,"Obsessed with @Charli XCX, @Troye Sivan & @terrencefoconnor doing the apple dance 🍏  DC: @Kelley Heyer  #charlixcx #brat  created by Atlantic Records with Charli xcx’s Apple","['charlixcx', 'brat']",https://www.tiktok.com/@atlanticrecords/video/7385634872661921066
female,brat,2024-7-22,6.1,apple - charli xcx #brat #apple #charlixcx #graciesplaylist #fyp  created by lyrics 🎧🎵 with Charli xcx’s Apple,"['brat', 'apple', 'charlixcx', 'graciesplaylist']",https://www.tiktok.com/@graciesplaylist/video/7394449970218257670
female,brat,2024-10-26,2.3,Kamala is BRAT 💚  created by Noah Miller with vania’s original sound,[],https://www.tiktok.com/@nmillz1/video/7429866605259148587
female,brat,2024-10-21,0.0339,Awesome sauce🤑👍 #charlixcx #brat #bratsummer #kanyewest #capcut #raptok #2024 #albumoftheyear  created by rodeo_reviews with Charli xcx’s Apple,"['charlixcx', 'brat', 'bratsummer', 'kanyewest', 'capcut', 'raptok', '2024', 'albumoftheyear']",https://www.tiktok.com/@rodeo_reviews/video/7428075000646667550
female,brat,2024-8-23,0.050100000000000006,We do love a good brat #dom #brat #kinktok #brattamer  created by NeikoYun with Jack.pham_’s original sound,"['dom', 'brat', 'kinktok', 'brattamer']",https://www.tiktok.com/@neikoyun/video/7406355023610826017
female,brat,2024-8-12,15.3,@Charli XCX “BRAT” x DTI #DressToImpress #Roblox #Brat #Bratsummer #dtixbrat created by Dress To Impress 🕸️ with Dress To Impress 🕸️’s original sound,"['dresstoimpress', 'roblox', 'brat', 'bratsummer', 'dtixbrat']",https://www.tiktok.com/@dtionroblox/video/7402275228396604704
female,brat,2024-7-7,26.3,brat summer 💚 created by brookieandjessie with Charli xcx’s Apple,[],https://www.tiktok.com/@brookieandjessie/video/7388977788981726496
female,brat,2024-10-26,0.0228,Brat Halloween 💚 #charlixcx #charlixcxbrat #charli #brat #halloweenlook #halloweencostume  created by Breana 🫦 with champagnemami’s in my bag,"['charlixcx', 'charlixcxbrat', 'charli', 'brat', 'halloweenlook', 'halloweencostume']",https://www.tiktok.com/@bflans/video/7430080736901778734
female,brat,2023-12-31,0.033100000000000004,Before the trend is officially over I figured us #brats needed one #bratenergyalways #gremlin #tiktoktrend #fyp #fypシ #alt #daycollar #foryou #nextup1mil  created by Kimberly (Smudge) H with Kimberly (Smudge) H’s original sound,"['brats', 'bratenergyalways', 'gremlin', 'tiktoktrend', 'alt', 'daycollar', 'nextup1mil']",https://www.tiktok.com/@k.smudge/video/7318937267614108971
female,brat,2024-10-30,0.36519999999999997,"st. chroma by tyler, the creator (feat. daniel ceaser) | #tylerthecreator #danielcaesar #chromakopia #stchroma #brat #lyrics   i kinda hate the different colors but we live and learn  created by sof with sof’s original sound","['tylerthecreator', 'danielcaesar', 'chromakopia', 'stchroma', 'brat', 'lyrics']",https://www.tiktok.com/@bratsbaby03/video/7431547725218368810
female,brat,2024-10-27,0.0159,Halloween is so julia 💚 @Charli XCX #fyp #halloween #charlixcx #brat  created by Hermine Maktabi with e’s original sound,"['halloween', 'charlixcx', 'brat']",https://www.tiktok.com/@herminemaktabii/video/7430195758541835542
female,brat,2024-10-27,0.0258,Just in case you need a couple costume for Halloween💚 #charlixcx #troyesivan #brat #couplecostumes #halloween #halloweencostume #viral #theclick #sweattour #fy @Charli XCX @Troye Sivan  created by Emma Figliuzzi with Knewnow’s Original sound FOLLOW,"['charlixcx', 'troyesivan', 'brat', 'couplecostumes', 'halloween', 'halloweencostume', 'theclick', 'sweattour', 'fy']",https://www.tiktok.com/@whataboutcolour/video/7430537378957217056
female,brat,2024-7-22,1.9,How does one become #BRAT ✅ An explanation of what having a #BRATsummer means specifically for #KamalaHarris 💚 #charlixcx #fyp  created by itsjohnwalsh with itsjohnwalsh’s original sound,"['brat', 'bratsummer', 'kamalaharris', 'charlixcx']",https://www.tiktok.com/@itsjohnwalsh/video/7394627915570253099
female,brat,2024-10-12,0.6768,apple dance and it’s the same but we’re wearing brat costumes so it’s not @Charli XCX @CHARLI XCX Latam #brat #bratsummer #halloweencostume #charlixcx  created by edu&doug with Charli xcx’s Apple,"['brat', 'bratsummer', 'halloweencostume', 'charlixcx']",https://www.tiktok.com/@eduedoug/video/7424972427609836805
female,brat,2023-4-21,0.1215,"but you gotta make the face while you do it, otherwise it just doesn't sink in as well #brat #bratenergy #spicy #hottake #lifehack #fyp #foryou #onmyway100k #fypシ #alt #daycollar  created by Kimberly (Smudge) H with Kimberly (Smudge) H’s original sound","['brat', 'bratenergy', 'spicy', 'hottake', 'lifehack', 'onmyway100k', 'alt', 'daycollar']",https://www.tiktok.com/@k.smudge/video/7224523793119579435
female,brat,2024-10-21,4.9,rip 👼🏼 @Charli XCX #charlixcx #troyesivan #sweattour #brat  created by sergio with sergio’s original sound,"['charlixcx', 'troyesivan', 'sweattour', 'brat']",https://www.tiktok.com/@sxrgito/video/7428256422196006187
female,brat,2024-7-25,0.3793,What does Brat Mean? #tiktokslang #fyp #words #englishlanguage #brat #kamalaharris  created by Jess 📇 author ✍️ with Jess 📇 author ✍️’s original sound,"['tiktokslang', 'words', 'englishlanguage', 'brat', 'kamalaharris']",https://www.tiktok.com/@lizarragabooks/video/7395448887168814366
female,brat,2024-10-17,1.7,#The4pmClub | 💃🕺 Episode One of our new show ‘The 4pm Club’ is OUT NOW! 🤪 #fyp  @VeniceMayBoutique @kaidoleerobertslife  #foryou #duo #kaidoleeroberts #venicewong #brattv #newepisode #dance #dancetok #trend #handuponmyhip  created by Brat TV with sam🤩’s original sound,"['the4pmclub', 'duo', 'kaidoleeroberts', 'venicewong', 'brattv', 'newepisode', 'dance', 'dancetok', 'trend', 'handuponmyhip']",https://www.tiktok.com/@brat/video/7426810376378928415
female,brat,2024-10-28,0.019100000000000002,b(rat) 🐀💚  #brat #charlixcx #halloween created by Rattlehead Crafts with Charli xcx & Billie Eilish’s Guess featuring billie eilish,"['brat', 'charlixcx', 'halloween']",https://www.tiktok.com/@rattleheadcrafts/video/7430697027652128043
female,brat,2024-10-18,0.0213,what does it mean to be ‘brat’? 🤔 we asked fans at the #sweattour if they could define it for us 🎶💚 #genius #charlixcx #brat #troyesivan #losangeles #kiaforum #fanningout  created by Genius with Genius’s original sound,"['sweattour', 'genius', 'charlixcx', 'brat', 'troyesivan', 'losangeles', 'kiaforum', 'fanningout']",https://www.tiktok.com/@genius/video/7427246009756945694
female,brat,2024-7-16,5.3,;; #DORKDIARIES ! #TIFFANYDAVENPORT ! #BRAT | editing my wife!!1!1!1 @Rachel Renee Russell  tags! : @jayussy @jay @♦️::Charlie (Liu bei 1#kinnie) @— Your Local Andy! — @James ⭐️ @mutant (hi :3) @⭐︎ Milo/Marvus 🇹🇷🍉 @☆Ruith/Neptune•💭🏝/♈️🪣☆ @⁺˚⋆｡°✩₊✩°｡⋆˚⁺ @Irem !! 🍉 @POLTERGEIST #dorkdiaries #dorkdiariesedit #edit #brat #365 #brat365 #365brat #fyp #parati #xyzbca #dorkdiariestiffany  created by tiffany davenport's #1 enjoyer with Charli xcx’s 365,"['dorkdiaries', 'tiffanydavenport', 'brat', '#kinnie)', 'dorkdiaries', 'dorkdiariesedit', 'edit', 'brat', '365', 'brat365', '365brat', 'parati', 'xyzbca', 'dorkdiariestiffany', '1']",https://www.tiktok.com/@biscuititom/video/7392324015660076294
female,brat,2024-6-7,2.1,Not him ripping the covers off of me 🥵 #fyp #brat #horror  created by pastelm0m with Funny Sound Effects’s original sound,"['brat', 'horror']",https://www.tiktok.com/@pastelm0m/video/7377806339860401451
female,brat,2024-7-23,0.5607000000000001,brents brat summer went too hard i think🫃 created by Pierson with Charli xcx’s Apple,[],https://www.tiktok.com/@pierson/video/7394899386406358314
female,brat,2024-9-11,15.3,Brat #brat #charli #bumpinthat #360  created by Dr4cvl4sCh1ld with Dr4cvl4sCh1ld’s original sound,"['brat', 'charli', 'bumpinthat', '360']",https://www.tiktok.com/@ace.txt_/video/7413348776204651783
female,coded,2024-1-10,0.6950000000000001,wtf does “coded” mean #coded #genzwords #genalphaslang #slanguage #helpme #plshelp #whatdoesthismean  created by saraaa with saraaa’s original sound,"['coded', 'genzwords', 'genalphaslang', 'slanguage', 'helpme', 'plshelp', 'whatdoesthismean']",https://www.tiktok.com/@saradaigle28/video/7322490782609345835
female,coded,2023-11-5,0.356,Ngl ts starting to get ridiculous 🙄 #foryoupage #coded #skit #nofacebabii  created by NoFaceBabii with ADTurnUp’s Late Night Drive,"['coded', 'skit', 'nofacebabii']",https://www.tiktok.com/@nofac3babii/video/7298086401500040494
female,coded,2024-10-21,5.7,ALL *WORKING* CODES In DRESS TO IMPRESS #dresstoimpress #roblox #dresstoimpressroblox #dresstoimpresscodes  created by callmehhaley with PeriTune’s Halloween ・ cute horror song,"['dresstoimpress', 'roblox', 'dresstoimpressroblox', 'dresstoimpresscodes']",https://www.tiktok.com/@callmehhaley/video/7428399111075974446
female,coded,2023-12-26,0.6611,And I’m literally a millennial created by haleyybaylee with 🪼🦈’s I WANT SOMETHING THAT I WANT,[],https://www.tiktok.com/@haleyybaylee/video/7316982012072578346
female,coded,2024-10-19,3.1,Comment Your FAVORITE ITEM/or HALLOWEEN UPDATE in The DRESS TO IMPRESS on ROBLOX… 🎃👻 created by Lana Rae 💗 • Roblox Girl with Aiden Music’s Jump (Jumpstyle TikTok) - Slowed,[],https://www.tiktok.com/@lanaslifeee/video/7427543314972298527
female,coded,2024-2-8,2.8,Every comp sci major been through this #compsci #codinglife #cybersecurity #java #collegestudent #finals #coding  created by Kazy_ with Kazy_’s original sound,"['compsci', 'codinglife', 'cybersecurity', 'java', 'collegestudent', 'finals', 'coding']",https://www.tiktok.com/@kazytho_/video/7333278106385485099
female,coded,2024-3-3,0.329,learning to code amidst the AI takeover ⁉️#coding #compsci #computerscience #ai #fyp created by Sajjaad Khader with Sajjaad Khader’s original sound,"['coding', 'compsci', 'computerscience', 'ai']",https://www.tiktok.com/@sajjaadkhader/video/7342176048592751902
female,coded,2024-9-27,1.7,i js wanna wear what i want to wear #dresscode #theyshouldreallyEMAAAAA  created by Aylah⚰️ with John + Jane Q. Public’s Watermelon,"['dresscode', 'theyshouldreallyemaaaaa']",https://www.tiktok.com/@jus444aylah/video/7419521167603567918
female,coded,2024-2-15,0.0371,"What does Coded mean on TikTok? Lets' break down the meaning for you. #coded #codedmeaning #slang #trend created by Trends, Branding, and Growth with Trends, Branding, and Growth’s original sound - Fusion Marketing Experts","['coded', 'codedmeaning', 'slang', 'trend']",https://www.tiktok.com/@getneonsupply/video/7335853670652906798
female,coded,2023-6-30,1.6,Python Project for Beginners 👨‍💻🐍 #coding #programming #softwareengineer #fyp #python  created by Evolve - Data & Code with Domknowz’s Lofi,"['coding', 'programming', 'softwareengineer', 'python']",https://www.tiktok.com/@evolvedata22/video/7250355072511626539
